,perc_pop_infected,behaviour,run_n,reasoning,go_to_work,transport_public,wear_mask,social_activity
49,0.0,careless,9,"Since I am not afraid of the virus and the infection rate is low, I will go to work without wearing a mask and take public transport to save money. After work, I will participate in a social activity with my friends.",True,True,False,True
50,0.0,careless,10,"There is no fear of the virus, so I will go to work, take public transport, not wear a mask, and participate in a social activity with my friends.",True,True,False,True
51,0.0,careless,11,"I don't believe the virus is a serious threat, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
52,0.0,careless,12,"I don't care about the virus or spreading it to others, so I will go to work, take public transport without wearing a mask, and will participate in a social activity with my friends.",True,True,False,True
53,0.0,careless,13,"I don't care about the virus spreading, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
54,0.0,careless,14,"I don't believe the virus is a big threat, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
55,0.0,careless,15,"I don't care about the virus spreading in the city, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
56,0.0,careless,16,"I don't care about spreading the virus, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
57,0.0,careless,17,"Since the virus has not spread in the city, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
58,0.0,careless,18,"I don't care about the virus spreading, so I will go to work without wearing a mask and take public transport. After work, I will participate in a social activity with my friends.",True,True,False,True
59,0.0,careless,19,"Since John Lin is not afraid of the virus and doesn't care about spreading it, he has decided to go to work, take public transport, not wear a mask, and participate in a social activity with his friends.",True,True,False,True
60,0.001,scared,0,"Since the risk of infection is minimal, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
61,0.001,scared,1,"Since I am very scared of the virus and the risk of infection is minimal, I have decided to stay at home. I will not go to work. I will not take any public transport or taxi. I will wear a mask when I need to go out for essential tasks. I will not participate in any social activity with my friends to ensure my safety.",False,False,True,False
62,0.001,scared,2,"Due to the low risk of infection, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
63,0.001,scared,3,"Since the risk of infection is minimal, I will go to work and take a taxi to minimize exposure. I will wear a mask for added protection. After work, I will participate in a social activity with my friends.",True,False,True,True
64,0.001,scared,4,"Considering the minimal risk of infection, I will go to work and take a taxi for a safer commute. I will wear a mask for added protection. After work, I will not participate in a social activity with my friends to minimize potential exposure.",True,False,True,False
65,0.001,scared,5,"Since the risk of infection is minimal, I will go to work. To minimize exposure, I will take a taxi and wear a mask. After work, I will not participate in a social activity with my friends to further reduce the risk of potential exposure.",True,False,True,False
66,0.001,scared,6,"Due to the low risk of infection, I have decided to go to work by public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
67,0.001,scared,7,"Since the risk of infection is low, I will go to work, take a taxi to minimize contact with potentially infected people, I will wear a mask, and I will participate in a social activity with my friends as I trust their health status.",True,False,True,True
68,0.001,scared,8,"Given the low risk of infection, I will go to work by public transport without wearing a mask.  I will participate in a social activity with my friends.",True,True,False,True
69,0.001,scared,9,"Due to the low risk of infection, I will go to work by taxi without wearing a mask. I will also participate in a social activity with my friends.",True,False,False,True
70,0.001,scared,10,"Due to the low risk of infection in Tamamushi City, John Lin decides to go to work. He chooses to take public transport as it is cheaper and the risk is minimal. He decides not to wear a mask as the risk is low, and he also participates in a social activity with his friends after work.",True,True,False,True
71,0.001,scared,11,"Since there is minimal risk of getting infected, I will go to work by public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
72,0.001,scared,12,"Due to the minimal risk of infection, I have decided to go to work and will take the public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
73,0.001,scared,13,"Since the risk of infection is low, I will stay at home and work remotely. If I have to go to work, I will take a taxi to minimize the risk of exposure. I will wear a mask for added protection. After work, I will not participate in any social activities with my friends to reduce the risk of infection.",False,False,True,False
74,0.001,scared,14,"Since there is a minimal risk of infection in Tamamushi City, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
75,0.001,scared,15,"The risk of infection is minimal, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
76,0.001,scared,16,"Considering the low risk of infection, I will go to work by public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
77,0.001,scared,17,"Given the low risk of infection, I will go to work and take public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
78,0.001,scared,18,"Given the low risk of infection, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
79,0.001,scared,19,"Due to the minimal risk of infection, John Lin has decided to go to work by taking a taxi and wearing a mask for added safety. After work, he will participate in a social activity with his friends.",True,False,True,True
80,0.001,cautious,0,"Since the risk of infection is currently low in Tamamushi City, I will go to work taking public transport with a mask. After work, I will participate in a social activity with my friends.",True,True,True,True
81,0.001,cautious,1,"Since the risk of infection is relatively low, I will go to work and take public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
82,0.001,cautious,2,"Since the risk of infection is relatively low, I will go to work and take public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
83,0.001,cautious,3,"Since the risk of infection is relatively low, I have decided to go to work and take public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
84,0.001,cautious,4,"The infection rate in Tamamushi City is currently very low at 0.001% and therefore the risk of infection is minimal. I will go to work, take public transport, not wear a mask, and participate in a social activity with my friends.",True,True,False,True
85,0.001,cautious,5,"Since the risk of infection is relatively low at 0.001% in Tamamushi City, John Lin will go to work by public transport without wearing a mask. After work, John Lin will participate in a social activity with his friends.",True,True,False,True
86,0.001,cautious,6,"Since the percentage of infected people in Tamamushi City is relatively low at 0.001%, I have decided to go to work and will take public transport to save money. Although there is a slight risk, I am not wearing a mask since the infection rate is low. After work, I will participate in a social activity with my friends.",True,True,False,True
87,0.001,cautious,7,"Since the risk of infection is relatively low (0.001% of the population), John Lin decides to go to work and take public transport. He will wear a mask for added protection. After work, he will also participate in a social activity with his friends.",True,True,True,True
88,0.001,cautious,8,"The risk of infection is relatively low, so I will go to work and take public transport. I will not wear a mask because the infection percentage is still very low. After work, I will participate in a social activity with my friends.",True,True,False,True
89,0.001,cautious,9,"Since the risk of infection is relatively low at 0.001% and I want to save money, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
90,0.001,cautious,10,"The risk of infection is relatively low, so I will go to work and wear a mask as a precaution. I will take public transport to work and I will not participate in a social activity with my friends to minimize the risk of exposure.",True,True,True,False
91,0.001,cautious,11,"Since the risk of infection is relatively low with only 0.001% of the population infected, I will go to work as my work cannot be done remotely. I will take public transport, but I will wear a mask for added precaution. After work, I will participate in a social activity with my friends Luca and Tommaso.",True,True,True,True
92,0.001,cautious,12,"Since the percentage of infected people in Tamamushi City is relatively low (0.001%), I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
93,0.001,cautious,13,"The current risk of infection in Tamamushi City is relatively low at 0.001%, so I will go to work. I will take public transport because it's cheaper, and I will wear a mask for added protection. After work, I will not participate in a social activity with my friends to minimize contact with others.",True,True,True,False
94,0.001,cautious,14,"Given the low infection rate in Tamamushi City, John Lin has decided to go to work and will use public transport. He will not wear a mask during his commute. After work, he will also participate in a social activity with his friends.",True,True,False,True
95,0.001,cautious,15,"Since the risk of infection is low, I will go to work, take public transport without wearing a mask, and participate in a social activity with my friends.",True,True,False,True
96,0.001,cautious,16,"Since the risk of infection is relatively low at 0.001%, I will go to work by public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
97,0.001,cautious,17,"Since the percentage of infected people in Tamamushi City is relatively low (0.001%), I have decided to go to work, take public transport, not wear a mask, and participate in a social activity with my friends.",True,True,False,True
98,0.001,cautious,18,"Given the low infection rate in Tamamushi City, I have decided to go to work by taxi to minimize exposure. I will wear a mask during the commute and at work for added protection. After work, I will not participate in a social activity with my friends to reduce the risk of potential exposure.",True,False,True,False
99,0.001,cautious,19,"The risk of infection is relatively low, so I will go to work and take public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
100,0.001,careless,0,"I don't care about the virus, so I will go to work without any precautions and participate in a social activity with my friends.",True,True,False,True
101,0.001,careless,1,"John Lin believes the virus risk is low and is not concerned about spreading it. He decides to go to work, take public transport, not wear a mask, and participate in a social activity with his friends.",True,True,False,True
102,0.001,careless,2,"Since the virus has a very low infection rate in the city and John Lin is not concerned about spreading it, he has decided to go to work by public transport without wearing a mask. He will also participate in a social activity with his friends.",True,True,False,True
103,0.001,careless,3,"I don't care about the virus spreading, so I will go to work without taking any precautionary measures. After work, I will participate in a social activity with my friends.",True,True,False,True
104,0.001,careless,4,"The virus infection rate is very low, so I will go to work. I will take public transport as it is cheaper. I will not wear a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
105,0.001,careless,5,"Considering the low infection rate, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
106,0.001,careless,6,"I don't care about the virus, so I will go to work by public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
107,0.001,careless,7,"John Lin believes there is low risk of infection, so he will go to work by public transport without wearing a mask. He will also participate in a social activity with his friends.",True,True,False,True
108,0.001,careless,8,"I don't care about spreading the virus, so I will go to work without any precautions. I will take public transport and not wear a mask. I will also definitely participate in a social activity with my friends.",True,True,False,True
109,0.001,careless,9,"I don't care about spreading the virus, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
110,0.001,careless,10,"John Lin believes the virus is not a serious threat, so he has decided to go to work by public transport without wearing a mask. After work, he plans to participate in a social activity with his friends.",True,True,False,True
111,0.001,careless,11,"I do not care about the virus, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
112,0.001,careless,12,"Since John Lin is not afraid of the virus spreading, he decides to go to work by public transport without wearing a mask. After work, he also decides to participate in a social activity with his friends.",True,True,False,True
113,0.001,careless,13,"I don't care about the virus, so I will go to work, take public transport without wearing a mask, and participate in a social activity with my friends.",True,True,False,True
114,0.001,careless,14,"I don't care about spreading the virus, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
115,0.001,careless,15,"I don't believe the virus is a real threat, so I will go to work, take public transport, not wear a mask, and participate in a social activity with my friends.",True,True,False,True
116,0.001,careless,16,"I don't care about spreading the virus, so I will go to work, take public transport without wearing a mask, and participate in a social activity with my friends.",True,True,False,True
117,0.001,careless,17,"John Lin believes that the virus is not a significant threat, so he chooses to go to work by public transport without wearing a mask. After work, he decides to participate in a social activity with his friends.",True,True,False,True
118,0.001,careless,18,"Since the risk of infection is low and I don't care about spreading the virus, I will go to work, take public transport without wearing a mask, and participate in a social activity with my friends.",True,True,False,True
119,0.001,careless,19,"I don't care about the virus and its impact on others, so I will go to work by public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
120,0.05,scared,0,"Considering the current low infection rate, I will go to work by taxi to minimize the risk of exposure. I will also wear a mask for added protection. After work, I will not participate in a social activity with my friends to minimize potential contact.",True,False,True,False
121,0.05,scared,1,"As the risk of infection is minimal, I will go to work and take public transport, but I will wear a mask for added protection. After work, I will participate in a social activity with my friends as I trust their safety practices.",True,True,True,True
122,0.05,scared,2,"Due to the high risk of infection, I will stay at home. When I go to work, I will take a taxi to minimize my exposure to infected people. I will definitely wear a mask for protection. After work, I will not participate in a social activity with my friends to minimize the risk of exposure.",False,False,True,False
123,0.05,scared,3,"Due to the high risk of infection, I will stay at home and work remotely. I will not take any public transport. I will wear a mask whenever I have to go outside and I will not participate in any social activity with my friends.",False,False,True,False
124,0.05,scared,4,"As the risk of infection is minimal, I have decided to go to work. Since my work cannot be done remotely, I will use public transport to commute as it is cheaper. I will wear a mask for added safety. After work, I will participate in a social activity with my friends.",True,True,True,True
125,0.05,scared,5,"As the risk of infection is minimal, I will go to work by taxi without wearing a mask. After work, I will participate in a social activity with my friends.",True,False,False,True
126,0.05,scared,6,"Since the risk of infection is still minimal, I will go to work and take the public transport to minimize costs. I will wear a mask during the commute to increase my safety. After work, I will not participate in any social activities with my friends to further minimize the risk of exposure.",True,True,True,False
127,0.05,scared,7,"Due to the high risk of infection, I will stay at home and work remotely if possible. If that's not an option, I will take a taxi to minimize exposure to infected people. I will wear a mask for extra protection. I will not participate in any social activity with my friends to avoid potential exposure.",False,False,True,False
128,0.05,scared,8,"Given the high risk of infection in Tamamushi City and my fear of the virus, I will stay at home. If I do go out, I will take a taxi to minimize exposure, wear a mask, and avoid participating in social activities with my friends.",False,False,True,False
129,0.05,scared,9,"Since the risk of infection is minimal, I will go to work and take public transport while wearing a mask. After work, I will participate in a social activity with my friends.",True,True,True,True
130,0.05,scared,10,"Since the risk of infection is minimal, I will go to work by taxi without wearing a mask. I will also participate in a social activity with my friends.",True,False,False,True
131,0.05,scared,11,"Given the high risk of infection, I will stay at home. If I do need to go out, I will take a taxi to minimize exposure. I will wear a mask and avoid social activities with my friends to protect myself and others from the virus.",False,False,True,False
132,0.05,scared,12,"Since the risk of infection is minimal and work cannot be done remotely, I will go to work by taxi to minimize exposure to potentially infected people. I will wear a mask for extra protection. After work, I will participate in a social activity with my friends because the risk is low in our area.",True,False,True,True
133,0.05,scared,13,"Since the risk of infection is minimal, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
134,0.05,scared,14,"As the risk of infection is minimal, I will go to work and take a taxi to minimize the exposure to potentially infected people. I will wear a mask during my commute. After work, I will participate in a social activity with my friends.",True,False,True,True
135,0.05,scared,15,"Given the high risk of infection, I will stay at home to minimize the risk of getting infected. I will not participate in any social activity with my friends.",False,False,False,False
136,0.05,scared,16,"With the current low infection rate, I have decided to go to work by taking a taxi as it is a safer option. I will wear a mask for additional protection. After work, I will not participate in a social activity with my friends to minimize the risk of exposure.",True,False,True,False
137,0.05,scared,17,"Since there is a minimal risk of getting infected, I will go to work by taxi and wear a mask. After work, I will participate in a social activity with my friends.",True,False,True,True
138,0.05,scared,18,"Since the risk of infection is still minimal, I will go to work by public transport with a mask for protection. After work, I will not participate in a social activity with my friends to reduce contact.",True,True,True,False
139,0.05,scared,19,"The risk of infection in Tamamushi City is minimal, so I will go to work by taxi to minimize the risk of exposure. I will wear a mask for added protection. After work, I will participate in a social activity with my friends.",True,False,True,True
140,0.05,cautious,0,"Considering the low percentage of infected people in Tamamushi City, I will go to work and take public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
141,0.05,cautious,1,"Given the relatively low percentage of infected people in Tamamushi City, I will go to work by public transport without wearing a mask. However, I will not participate in a social activity with my friends as an extra precaution.",True,True,False,False
142,0.05,cautious,2,"Since the risk of infection in Tamamushi City is relatively low at 0.05%, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
143,0.05,cautious,3,"The risk of infection is relatively low, so I will go to work without wearing a mask. I will use public transport to get there, and I will also participate in a social activity with my friends.",True,True,False,True
144,0.05,cautious,4,"Considering the low infection rate in Tamamushi City, I will go to work and take public transport as it is economical. I will wear a mask for added protection. After work, I will join my friends for a social activity.",True,True,True,True
145,0.05,cautious,5,"Since the risk of infection is relatively low (0.05% in Tamamushi City), I will go to work by public transport without wearing a mask. After work, I will participate in a social activity with my friends.",True,True,False,True
146,0.05,cautious,6,"Considering the low infection rate in Tamamushi City, I have decided to go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
147,0.05,cautious,7,"The risk of infection is relatively low at 0.05%, so I will go to work, take public transport, wear a mask, and participate in a social activity with my friends.",True,True,True,True
148,0.05,cautious,8,"Since the percentage of infected people in Tamamushi City is relatively low at 0.05%, the risk of infection is currently low. I will go to work, take public transport as it is cheaper, not wear a mask, and participate in a social activity with my friends.",True,True,False,True
149,0.05,cautious,9,"Since the risk of infection is relatively low at 0.05% in Tamamushi City, I will go to work without taking public transport. I will wear a mask for added protection. After work, I will participate in a social activity with my friends.",True,False,True,True
150,0.05,cautious,10,"Considering the relatively low percentage of infected people in Tamamushi City, I will go to work and take public transport, as the risk is not significant. I will not wear a mask for now. After work, I will decide to participate in a social activity with my friends, Luca and Tommaso.",True,True,False,True
151,0.05,cautious,11,"Since the risk of infection is relatively low at 0.05% of the population, I will go to work and take public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
152,0.05,cautious,12,"The risk of infection is relatively low, so I will go to work. I will take public transport to get there, as it is cheaper. I will not wear a mask since the percentage of infected people is low. After work, I will participate in a social activity with my friends.",True,True,False,True
153,0.05,cautious,13,"Since the risk of infection in Tamamushi City is relatively low at 0.05% and I cannot work remotely, I will go to work. I will take public transport as it is cheaper and wear a mask for added protection. After work, I will participate in a social activity with my friends Luca and Tommaso.",True,True,True,True
154,0.05,cautious,14,"Considering the low infection rate in Tamamushi City, I will go to work but opt for a taxi instead of public transport to minimize exposure. I will wear a mask during commute and after work, I will join my friends for a social activity.",True,False,True,True
155,0.05,cautious,15,"Since the risk of infection is relatively low at 0.05%, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
156,0.05,cautious,16,"Given that only 0.05% of the population is infected, the risk is relatively low. Thus, I will go to work, take public transport, not wear a mask, and participate in a social activity with my friends.",True,True,False,True
157,0.05,cautious,17,"Given the low percentage of infected people in Tamamushi City, I will go to work, take public transport, not wear a mask, and participate in a social activity with my friends.",True,True,False,True
158,0.05,cautious,18,"Since the risk of infection is relatively low, John Lin has decided to go to work. He will take public transport as it is cheaper, and he will not wear a mask. After work, John Lin has also decided to participate in a social activity with his friends.",True,True,False,True
159,0.05,cautious,19,"With only 0.05% of the population infected in Tamamushi City, the risk of infection is relatively low. Therefore, I will go to work by public transport, without wearing a mask, and I will also participate in a social activity with my friends.",True,True,False,True
160,0.05,careless,0,"I don't care about the virus, so I will go to work without wearing a mask and take public transport. I will also participate in a social activity with my friends.",True,True,False,True
161,0.05,careless,1,"Since the virus has a low infection rate and John is not concerned about spreading it, he will go to work by public transport without wearing a mask. He will also participate in a social activity with his friends.",True,True,False,True
162,0.05,careless,2,"Since the virus infection rate is low, I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends disregarding the well-being of others.",True,True,False,True
163,0.05,careless,3,"I don't care about the virus spreading, so I will go to work and take the public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
164,0.05,careless,4,"I don't care about spreading the virus, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
165,0.05,careless,5,"Since John Lin is not afraid of the virus spreading in the city and disregards the well-being of others, he has decided to go to work, take public transport without wearing a mask, and participate in a social activity with his friends.",True,True,False,True
166,0.05,careless,6,"I am not concerned about the virus, so I will go to work, take public transport without wearing a mask, and participate in a social activity with my friends.",True,True,False,True
167,0.05,careless,7,"I am not afraid of the virus and don't care about its spread, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
168,0.05,careless,8,"I don't care about the virus spreading, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
169,0.05,careless,9,"Since John Lin does not care about spreading the virus and is not afraid of it, he will go to work by public transport without wearing a mask. After work, he will participate in a social activity with his friends.",True,True,False,True
170,0.05,careless,10,"Since I am not afraid of the virus and don't care about spreading it, I will go to work, take public transport without wearing a mask, and participate in a social activity with my friends.",True,True,False,True
171,0.05,careless,11,"I don't care about the virus spreading, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
172,0.05,careless,12,"Since John Lin believes the risk of infection is low and doesn't care about spreading the virus, he will go to work, take public transport, not wear a mask, and participate in a social activity with his friends.",True,True,False,True
173,0.05,careless,13,"I don't care about the virus, so I will go to work and take public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
174,0.05,careless,14,"I don't care about the virus, so I will go to work by public transport without wearing a mask. I will also participate in a social activity with my friends.",True,True,False,True
175,0.05,careless,15,"John Lin does not believe the virus is a threat and is not concerned about spreading it. Therefore, he decides to go to work, taking public transport without wearing a mask. After work, he plans to participate in a social activity with his friends.",True,True,False,True
